"sizeclass","Sample","Count","Date","Location","Site","Longitude","Latitude"
"Sublegal","1.2.SM33",10,"2018-05-09","Seven Mile","Seven Mile",114.88795,-29.21598667
"All","1.2.SM34",7,"2018-05-09","Seven Mile","Seven Mile",114.888185,-29.215525
"Legal","1.2.SM34",0,"2018-05-09","Seven Mile","Seven Mile",114.888185,-29.215525
"Sublegal","1.2.SM34",7,"2018-05-09","Seven Mile","Seven Mile",114.888185,-29.215525
"All","1.2.SM35",12,"2018-05-09","Seven Mile","Seven Mile",114.8873317,-29.21334167
"Legal","1.2.SM35",1,"2018-05-09","Seven Mile","Seven Mile",114.8873317,-29.21334167
"Sublegal","1.2.SM35",11,"2018-05-09","Seven Mile","Seven Mile",114.8873317,-29.21334167
"All","1.2018-11-7",15,"2018-11-07","Seven Mile","Seven Mile North",114.887817,-29.171072
"Legal","1.2018-11-7",0,"2018-11-07","Seven Mile","Seven Mile North",114.887817,-29.171072
"Sublegal","1.2018-11-7",15,"2018-11-07","Seven Mile","Seven Mile North",114.887817,-29.171072
"All","1.2018-11-8",11,"2018-11-08","Seven Mile","Seven Mile North",114.887817,-29.171072
"Legal","1.2018-11-8",0,"2018-11-08","Seven Mile","Seven Mile North",114.887817,-29.171072
"Sublegal","1.2018-11-8",11,"2018-11-08","Seven Mile","Seven Mile North",114.887817,-29.171072
"All","1.2018-5-23",16,"2018-05-23","Seven Mile","Seven Mile North",114.887817,-29.171072
"Legal","1.2018-5-23",1,"2018-05-23","Seven Mile","Seven Mile North",114.887817,-29.171072
"Sublegal","1.2018-5-23",15,"2018-05-23","Seven Mile","Seven Mile North",114.887817,-29.171072
"All","1.2018-5-24",9,"2018-05-24","Seven Mile","Seven Mile North",114.887817,-29.171072
"Legal","1.2018-5-24",1,"2018-05-24","Seven Mile","Seven Mile North",114.887817,-29.171072
"Sublegal","1.2018-5-24",8,"2018-05-24","Seven Mile","Seven Mile North",114.887817,-29.171072
"All","1.2018-6-13",4,"2018-06-13","Seven Mile","Seven Mile North",114.887817,-29.171072
"Legal","1.2018-6-13",0,"2018-06-13","Seven Mile","Seven Mile North",114.887817,-29.171072
"Sublegal","1.2018-6-13",4,"2018-06-13","Seven Mile","Seven Mile North",114.887817,-29.171072
"All","1.2018-6-14",4,"2018-06-14","Seven Mile","Seven Mile North",114.887817,-29.171072
"Legal","1.2018-6-14",0,"2018-06-14","Seven Mile","Seven Mile North",114.887817,-29.171072
"Sublegal","1.2018-6-14",4,"2018-06-14","Seven Mile","Seven Mile North",114.887817,-29.171072
"All","1.2018-7-31",0,"2018-07-31","Seven Mile","Seven Mile North",114.887817,-29.171072
"Legal","1.2018-7-31",0,"2018-07-31","Seven Mile","Seven Mile North",114.887817,-29.171072
"Sublegal","1.2018-7-31",0,"2018-07-31","Seven Mile","Seven Mile North",114.887817,-29.171072
"All","1.SM10C1",18,"2017-11-27","Seven Mile","Seven Mile Mid",114.87821,-29.17279
"Legal","1.SM10C1",2,"2017-11-27","Seven Mile","Seven Mile Mid",114.87821,-29.17279
"Sublegal","1.SM10C1",16,"2017-11-27","Seven Mile","Seven Mile Mid",114.87821,-29.17279
"All","1.SM10C10",27,"2017-11-27","Seven Mile","Seven Mile Mid",114.87962,-29.17656
"Legal","1.SM10C10",9,"2017-11-27","Seven Mile","Seven Mile Mid",114.87962,-29.17656
"Sublegal","1.SM10C10",18,"2017-11-27","Seven Mile","Seven Mile Mid",114.87962,-29.17656
"All","1.SM10C11",30,"2017-11-27","Seven Mile","Seven Mile Mid",114.87984,-29.17673
"Legal","1.SM10C11",4,"2017-11-27","Seven Mile","Seven Mile Mid",114.87984,-29.17673
"Sublegal","1.SM10C11",26,"2017-11-27","Seven Mile","Seven Mile Mid",114.87984,-29.17673
"All","1.SM10C13",35,"2017-11-27","Seven Mile","Seven Mile Mid",114.88056,-29.17729
"Legal","1.SM10C13",7,"2017-11-27","Seven Mile","Seven Mile Mid",114.88056,-29.17729
"Sublegal","1.SM10C13",28,"2017-11-27","Seven Mile","Seven Mile Mid",114.88056,-29.17729
"All","1.SM10C15",4,"2017-11-27","Seven Mile","Seven Mile Mid",114.88096,-29.17832
"Legal","1.SM10C15",1,"2017-11-27","Seven Mile","Seven Mile Mid",114.88096,-29.17832
"Sublegal","1.SM10C15",3,"2017-11-27","Seven Mile","Seven Mile Mid",114.88096,-29.17832
"All","1.SM10C16",20,"2017-11-27","Seven Mile","Seven Mile Mid",114.881,-29.17896
"Legal","1.SM10C16",2,"2017-11-27","Seven Mile","Seven Mile Mid",114.881,-29.17896
"Sublegal","1.SM10C16",18,"2017-11-27","Seven Mile","Seven Mile Mid",114.881,-29.17896
"All","1.SM10C18",7,"2017-11-27","Seven Mile","Seven Mile Mid",114.88195,-29.18059
"Legal","1.SM10C18",1,"2017-11-27","Seven Mile","Seven Mile Mid",114.88195,-29.18059
"Sublegal","1.SM10C18",6,"2017-11-27","Seven Mile","Seven Mile Mid",114.88195,-29.18059
"All","1.SM10C3",3,"2017-11-27","Seven Mile","Seven Mile Mid",114.87873,-29.17392
"Legal","1.SM10C3",2,"2017-11-27","Seven Mile","Seven Mile Mid",114.87873,-29.17392
"Sublegal","1.SM10C3",1,"2017-11-27","Seven Mile","Seven Mile Mid",114.87873,-29.17392
"All","1.SM10C4",22,"2017-11-27","Seven Mile","Seven Mile Mid",114.87894,-29.1747
"Legal","1.SM10C4",4,"2017-11-27","Seven Mile","Seven Mile Mid",114.87894,-29.1747
"Sublegal","1.SM10C4",18,"2017-11-27","Seven Mile","Seven Mile Mid",114.87894,-29.1747
"All","1.SM10C6",1,"2017-11-27","Seven Mile","Seven Mile Mid",114.87893,-29.17536
"Legal","1.SM10C6",0,"2017-11-27","Seven Mile","Seven Mile Mid",114.87893,-29.17536
"Sublegal","1.SM10C6",1,"2017-11-27","Seven Mile","Seven Mile Mid",114.87893,-29.17536
"All","1.SM10C7",23,"2017-11-27","Seven Mile","Seven Mile Mid",114.87906,-29.17562
"Legal","1.SM10C7",3,"2017-11-27","Seven Mile","Seven Mile Mid",114.87906,-29.17562
"Sublegal","1.SM10C7",20,"2017-11-27","Seven Mile","Seven Mile Mid",114.87906,-29.17562
"All","1.SM10C9",25,"2017-11-27","Seven Mile","Seven Mile Mid",114.87936,-29.1763
"Legal","1.SM10C9",2,"2017-11-27","Seven Mile","Seven Mile Mid",114.87936,-29.1763
"Sublegal","1.SM10C9",23,"2017-11-27","Seven Mile","Seven Mile Mid",114.87936,-29.1763
"All","1.SM10F12",19,"2017-11-27","Seven Mile","Seven Mile Mid",114.88004,-29.1769
"Legal","1.SM10F12",1,"2017-11-27","Seven Mile","Seven Mile Mid",114.88004,-29.1769
"Sublegal","1.SM10F12",18,"2017-11-27","Seven Mile","Seven Mile Mid",114.88004,-29.1769
"All","1.SM10F14",1,"2017-11-27","Seven Mile","Seven Mile Mid",114.88098,-29.1777
"Legal","1.SM10F14",0,"2017-11-27","Seven Mile","Seven Mile Mid",114.88098,-29.1777
"Sublegal","1.SM10F14",1,"2017-11-27","Seven Mile","Seven Mile Mid",114.88098,-29.1777
"All","1.SM10F17",5,"2017-11-27","Seven Mile","Seven Mile Mid",114.88117,-29.18002
"Legal","1.SM10F17",3,"2017-11-27","Seven Mile","Seven Mile Mid",114.88117,-29.18002
"Sublegal","1.SM10F17",2,"2017-11-27","Seven Mile","Seven Mile Mid",114.88117,-29.18002
"All","1.SM10F2",15,"2017-11-27","Seven Mile","Seven Mile Mid",114.878373,-29.173369
"Legal","1.SM10F2",1,"2017-11-27","Seven Mile","Seven Mile Mid",114.878373,-29.173369
"Sublegal","1.SM10F2",14,"2017-11-27","Seven Mile","Seven Mile Mid",114.878373,-29.173369
"All","1.SM10F5",21,"2017-11-27","Seven Mile","Seven Mile Mid",114.87901,-29.17515
"Legal","1.SM10F5",4,"2017-11-27","Seven Mile","Seven Mile Mid",114.87901,-29.17515
"Sublegal","1.SM10F5",17,"2017-11-27","Seven Mile","Seven Mile Mid",114.87901,-29.17515
"All","1.SM10F8",12,"2017-11-27","Seven Mile","Seven Mile Mid",114.87918,-29.17594
"Legal","1.SM10F8",0,"2017-11-27","Seven Mile","Seven Mile Mid",114.87918,-29.17594
"Sublegal","1.SM10F8",12,"2017-11-27","Seven Mile","Seven Mile Mid",114.87918,-29.17594
"All","1.SM17C1",29,"2017-11-27","Seven Mile","Seven Mile Mid",114.87071,-29.17767
"Legal","1.SM17C1",4,"2017-11-27","Seven Mile","Seven Mile Mid",114.87071,-29.17767
"Sublegal","1.SM17C1",25,"2017-11-27","Seven Mile","Seven Mile Mid",114.87071,-29.17767
"All","1.SM17C11",24,"2017-11-27","Seven Mile","Seven Mile Mid",114.87433,-29.18206
"Legal","1.SM17C11",5,"2017-11-27","Seven Mile","Seven Mile Mid",114.87433,-29.18206
"Sublegal","1.SM17C11",19,"2017-11-27","Seven Mile","Seven Mile Mid",114.87433,-29.18206
"All","1.SM17C12",8,"2017-11-27","Seven Mile","Seven Mile Mid",114.87478,-29.18272
"Legal","1.SM17C12",0,"2017-11-27","Seven Mile","Seven Mile Mid",114.87478,-29.18272
"Sublegal","1.SM17C12",8,"2017-11-27","Seven Mile","Seven Mile Mid",114.87478,-29.18272
"All","1.SM17C14",24,"2017-11-27","Seven Mile","Seven Mile Mid",114.87544,-29.18357
"Legal","1.SM17C14",5,"2017-11-27","Seven Mile","Seven Mile Mid",114.87544,-29.18357
"Sublegal","1.SM17C14",19,"2017-11-27","Seven Mile","Seven Mile Mid",114.87544,-29.18357
"All","1.SM17C15",5,"2017-11-27","Seven Mile","Seven Mile Mid",114.87596,-29.18409
"Legal","1.SM17C15",4,"2017-11-27","Seven Mile","Seven Mile Mid",114.87596,-29.18409
"Sublegal","1.SM17C15",1,"2017-11-27","Seven Mile","Seven Mile Mid",114.87596,-29.18409
"All","1.SM17C17",5,"2017-11-27","Seven Mile","Seven Mile Mid",114.87676,-29.18451
"Legal","1.SM17C17",4,"2017-11-27","Seven Mile","Seven Mile Mid",114.87676,-29.18451
"Sublegal","1.SM17C17",1,"2017-11-27","Seven Mile","Seven Mile Mid",114.87676,-29.18451
"All","1.SM17C3",10,"2017-11-27","Seven Mile","Seven Mile Mid",114.86988,-29.17898
"Legal","1.SM17C3",0,"2017-11-27","Seven Mile","Seven Mile Mid",114.86988,-29.17898
"Sublegal","1.SM17C3",10,"2017-11-27","Seven Mile","Seven Mile Mid",114.86988,-29.17898
"All","1.SM17C5",22,"2017-11-27","Seven Mile","Seven Mile Mid",114.87098,-29.17999
"Legal","1.SM17C5",1,"2017-11-27","Seven Mile","Seven Mile Mid",114.87098,-29.17999
"Sublegal","1.SM17C5",21,"2017-11-27","Seven Mile","Seven Mile Mid",114.87098,-29.17999
"All","1.SM17C6",13,"2017-11-27","Seven Mile","Seven Mile Mid",114.87156,-29.1802
"Legal","1.SM17C6",3,"2017-11-27","Seven Mile","Seven Mile Mid",114.87156,-29.1802
"Sublegal","1.SM17C6",10,"2017-11-27","Seven Mile","Seven Mile Mid",114.87156,-29.1802
"All","1.SM17C8",8,"2017-11-27","Seven Mile","Seven Mile Mid",114.87263,-29.18077
"Legal","1.SM17C8",2,"2017-11-27","Seven Mile","Seven Mile Mid",114.87263,-29.18077
"Sublegal","1.SM17C8",6,"2017-11-27","Seven Mile","Seven Mile Mid",114.87263,-29.18077
"All","1.SM17C9",1,"2017-11-27","Seven Mile","Seven Mile Mid",114.8734,-29.18114
"Legal","1.SM17C9",0,"2017-11-27","Seven Mile","Seven Mile Mid",114.8734,-29.18114
"Sublegal","1.SM17C9",1,"2017-11-27","Seven Mile","Seven Mile Mid",114.8734,-29.18114
"All","1.SM17F10",1,"2017-11-27","Seven Mile","Seven Mile Mid",114.87381,-29.18159
"Legal","1.SM17F10",0,"2017-11-27","Seven Mile","Seven Mile Mid",114.87381,-29.18159
"Sublegal","1.SM17F10",1,"2017-11-27","Seven Mile","Seven Mile Mid",114.87381,-29.18159
"All","1.SM17F13",7,"2017-11-27","Seven Mile","Seven Mile Mid",114.87531,-29.18301
"Legal","1.SM17F13",1,"2017-11-27","Seven Mile","Seven Mile Mid",114.87531,-29.18301
"Sublegal","1.SM17F13",6,"2017-11-27","Seven Mile","Seven Mile Mid",114.87531,-29.18301
"All","1.SM17F16",8,"2017-11-27","Seven Mile","Seven Mile Mid",114.87642,-29.1843
"Legal","1.SM17F16",1,"2017-11-27","Seven Mile","Seven Mile Mid",114.87642,-29.1843
"Sublegal","1.SM17F16",7,"2017-11-27","Seven Mile","Seven Mile Mid",114.87642,-29.1843
"All","1.SM17F2",9,"2017-11-27","Seven Mile","Seven Mile Mid",114.86995,-29.17833
"Legal","1.SM17F2",3,"2017-11-27","Seven Mile","Seven Mile Mid",114.86995,-29.17833
"Sublegal","1.SM17F2",6,"2017-11-27","Seven Mile","Seven Mile Mid",114.86995,-29.17833
"All","1.SM17F4",14,"2017-11-27","Seven Mile","Seven Mile Mid",114.87056,-29.17958
"Legal","1.SM17F4",0,"2017-11-27","Seven Mile","Seven Mile Mid",114.87056,-29.17958
"Sublegal","1.SM17F4",14,"2017-11-27","Seven Mile","Seven Mile Mid",114.87056,-29.17958
"All","1.SM17F7",13,"2017-11-27","Seven Mile","Seven Mile Mid",114.87195,-29.18036
"Legal","1.SM17F7",2,"2017-11-27","Seven Mile","Seven Mile Mid",114.87195,-29.18036
"Sublegal","1.SM17F7",11,"2017-11-27","Seven Mile","Seven Mile Mid",114.87195,-29.18036
"All","1.SM5C1",4,"2017-11-27","Seven Mile","Seven Mile Mid",114.88178,-29.1758
"Legal","1.SM5C1",0,"2017-11-27","Seven Mile","Seven Mile Mid",114.88178,-29.1758
"Sublegal","1.SM5C1",4,"2017-11-27","Seven Mile","Seven Mile Mid",114.88178,-29.1758
"All","1.SM5C10",4,"2017-11-27","Seven Mile","Seven Mile Mid",114.88379,-29.18158
"Legal","1.SM5C10",2,"2017-11-27","Seven Mile","Seven Mile Mid",114.88379,-29.18158
"Sublegal","1.SM5C10",2,"2017-11-27","Seven Mile","Seven Mile Mid",114.88379,-29.18158
"All","1.SM5C11",18,"2017-11-27","Seven Mile","Seven Mile Mid",114.88451,-29.1824
"Legal","1.SM5C11",2,"2017-11-27","Seven Mile","Seven Mile Mid",114.88451,-29.1824
"Sublegal","1.SM5C11",16,"2017-11-27","Seven Mile","Seven Mile Mid",114.88451,-29.1824
"All","1.SM5C13",5,"2017-11-27","Seven Mile","Seven Mile Mid",114.88562,-29.18381
"Legal","1.SM5C13",2,"2017-11-27","Seven Mile","Seven Mile Mid",114.88562,-29.18381
"Sublegal","1.SM5C13",3,"2017-11-27","Seven Mile","Seven Mile Mid",114.88562,-29.18381
"All","1.SM5C14",1,"2017-11-27","Seven Mile","Seven Mile Mid",114.88608,-29.18463
"Legal","1.SM5C14",0,"2017-11-27","Seven Mile","Seven Mile Mid",114.88608,-29.18463
"Sublegal","1.SM5C14",1,"2017-11-27","Seven Mile","Seven Mile Mid",114.88608,-29.18463
"All","1.SM5C16",5,"2017-11-27","Seven Mile","Seven Mile Mid",114.8867,-29.18625
"Legal","1.SM5C16",3,"2017-11-27","Seven Mile","Seven Mile Mid",114.8867,-29.18625
"Sublegal","1.SM5C16",2,"2017-11-27","Seven Mile","Seven Mile Mid",114.8867,-29.18625
"All","1.SM5C2",0,"2017-11-27","Seven Mile","Seven Mile Mid",114.88182,-29.176273
"Legal","1.SM5C2",0,"2017-11-27","Seven Mile","Seven Mile Mid",114.88182,-29.176273
"Sublegal","1.SM5C2",0,"2017-11-27","Seven Mile","Seven Mile Mid",114.88182,-29.176273
"All","1.SM5C4",6,"2017-11-27","Seven Mile","Seven Mile Mid",114.88245,-29.17776
"Legal","1.SM5C4",4,"2017-11-27","Seven Mile","Seven Mile Mid",114.88245,-29.17776
"Sublegal","1.SM5C4",2,"2017-11-27","Seven Mile","Seven Mile Mid",114.88245,-29.17776
"All","1.SM5C5",2,"2017-11-27","Seven Mile","Seven Mile Mid",114.882694,-29.178257
"Legal","1.SM5C5",1,"2017-11-27","Seven Mile","Seven Mile Mid",114.882694,-29.178257
"Sublegal","1.SM5C5",1,"2017-11-27","Seven Mile","Seven Mile Mid",114.882694,-29.178257
"All","1.SM5C7",7,"2017-11-27","Seven Mile","Seven Mile Mid",114.88331,-29.17973
"Legal","1.SM5C7",4,"2017-11-27","Seven Mile","Seven Mile Mid",114.88331,-29.17973
"Sublegal","1.SM5C7",3,"2017-11-27","Seven Mile","Seven Mile Mid",114.88331,-29.17973
"All","1.SM5C8",11,"2017-11-27","Seven Mile","Seven Mile Mid",114.88337,-29.18051
"Legal","1.SM5C8",1,"2017-11-27","Seven Mile","Seven Mile Mid",114.88337,-29.18051
"Sublegal","1.SM5C8",10,"2017-11-27","Seven Mile","Seven Mile Mid",114.88337,-29.18051
"All","1.SM5F12",0,"2017-11-27","Seven Mile","Seven Mile Mid",114.88503,-29.18307
"Legal","1.SM5F12",0,"2017-11-27","Seven Mile","Seven Mile Mid",114.88503,-29.18307
"Sublegal","1.SM5F12",0,"2017-11-27","Seven Mile","Seven Mile Mid",114.88503,-29.18307
"All","1.SM5F15",6,"2017-11-27","Seven Mile","Seven Mile Mid",114.88638,-29.18551
"Legal","1.SM5F15",0,"2017-11-27","Seven Mile","Seven Mile Mid",114.88638,-29.18551
"Sublegal","1.SM5F15",6,"2017-11-27","Seven Mile","Seven Mile Mid",114.88638,-29.18551
"All","1.SM5F3",0,"2017-11-27","Seven Mile","Seven Mile Mid",114.88199,-29.17685
"Legal","1.SM5F3",0,"2017-11-27","Seven Mile","Seven Mile Mid",114.88199,-29.17685
"Sublegal","1.SM5F3",0,"2017-11-27","Seven Mile","Seven Mile Mid",114.88199,-29.17685
"All","1.SM5F6",11,"2017-11-27","Seven Mile","Seven Mile Mid",114.88285,-29.17901
"Legal","1.SM5F6",1,"2017-11-27","Seven Mile","Seven Mile Mid",114.88285,-29.17901
"Sublegal","1.SM5F6",10,"2017-11-27","Seven Mile","Seven Mile Mid",114.88285,-29.17901
"All","1.SM5F9",2,"2017-11-27","Seven Mile","Seven Mile Mid",114.88365,-29.18125
"Legal","1.SM5F9",0,"2017-11-27","Seven Mile","Seven Mile Mid",114.88365,-29.18125
"Sublegal","1.SM5F9",2,"2017-11-27","Seven Mile","Seven Mile Mid",114.88365,-29.18125
"All","10.2018-11-7",12,"2018-11-07","Seven Mile","Seven Mile North",114.887817,-29.171072
"Legal","10.2018-11-7",0,"2018-11-07","Seven Mile","Seven Mile North",114.887817,-29.171072
"Sublegal","10.2018-11-7",12,"2018-11-07","Seven Mile","Seven Mile North",114.887817,-29.171072
"All","10.2018-11-8",18,"2018-11-08","Seven Mile","Seven Mile North",114.887817,-29.171072
"Legal","10.2018-11-8",0,"2018-11-08","Seven Mile","Seven Mile North",114.887817,-29.171072
"Sublegal","10.2018-11-8",18,"2018-11-08","Seven Mile","Seven Mile North",114.887817,-29.171072
"All","10.2018-5-23",7,"2018-05-23","Seven Mile","Seven Mile North",114.887817,-29.171072
"Legal","10.2018-5-23",0,"2018-05-23","Seven Mile","Seven Mile North",114.887817,-29.171072
"Sublegal","10.2018-5-23",7,"2018-05-23","Seven Mile","Seven Mile North",114.887817,-29.171072
"All","10.2018-5-24",3,"2018-05-24","Seven Mile","Seven Mile North",114.887817,-29.171072
"Legal","10.2018-5-24",0,"2018-05-24","Seven Mile","Seven Mile North",114.887817,-29.171072
"Sublegal","10.2018-5-24",3,"2018-05-24","Seven Mile","Seven Mile North",114.887817,-29.171072
"All","10.2018-6-13",24,"2018-06-13","Seven Mile","Seven Mile North",114.887817,-29.171072
"Legal","10.2018-6-13",1,"2018-06-13","Seven Mile","Seven Mile North",114.887817,-29.171072
"Sublegal","10.2018-6-13",23,"2018-06-13","Seven Mile","Seven Mile North",114.887817,-29.171072
"All","10.2018-6-14",3,"2018-06-14","Seven Mile","Seven Mile North",114.887817,-29.171072
"Legal","10.2018-6-14",0,"2018-06-14","Seven Mile","Seven Mile North",114.887817,-29.171072
"Sublegal","10.2018-6-14",3,"2018-06-14","Seven Mile","Seven Mile North",114.887817,-29.171072
"All","10.2018-7-31",2,"2018-07-31","Seven Mile","Seven Mile North",114.887817,-29.171072
"Legal","10.2018-7-31",0,"2018-07-31","Seven Mile","Seven Mile North",114.887817,-29.171072
"Sublegal","10.2018-7-31",2,"2018-07-31","Seven Mile","Seven Mile North",114.887817,-29.171072
"All","11.1.CHM11",0,"2019-06-03","Cliff Head","Cliff Head Mid",114.9586467,-29.53658
"Legal","11.1.CHM11",0,"2019-06-03","Cliff Head","Cliff Head Mid",114.9586467,-29.53658
"Sublegal","11.1.CHM11",0,"2019-06-03","Cliff Head","Cliff Head Mid",114.9586467,-29.53658
"All","11.1.CHM2",0,"2019-06-03","Cliff Head","Cliff Head Mid",114.95889,-29.53583167
"Legal","11.1.CHM2",0,"2019-06-03","Cliff Head","Cliff Head Mid",114.95889,-29.53583167
"Sublegal","11.1.CHM2",0,"2019-06-03","Cliff Head","Cliff Head Mid",114.95889,-29.53583167
"All","11.1.CHM28",1,"2019-06-03","Cliff Head","Cliff Head Mid",114.958585,-29.536525
"Legal","11.1.CHM28",1,"2019-06-03","Cliff Head","Cliff Head Mid",114.958585,-29.536525
"Sublegal","11.1.CHM28",0,"2019-06-03","Cliff Head","Cliff Head Mid",114.958585,-29.536525
"All","11.1.CHN16",1,"2019-06-03","Cliff Head","Cliff Head North",114.9603667,-29.52407
"Legal","11.1.CHN16",0,"2019-06-03","Cliff Head","Cliff Head North",114.9603667,-29.52407
"Sublegal","11.1.CHN16",1,"2019-06-03","Cliff Head","Cliff Head North",114.9603667,-29.52407
"All","11.1.CHN19",0,"2019-06-03","Cliff Head","Cliff Head North",114.9610317,-29.522755
"Legal","11.1.CHN19",0,"2019-06-03","Cliff Head","Cliff Head North",114.9610317,-29.522755
"Sublegal","11.1.CHN19",0,"2019-06-03","Cliff Head","Cliff Head North",114.9610317,-29.522755
"All","11.1.CHN40",1,"2019-06-03","Cliff Head","Cliff Head North",114.9600033,-29.52560833
"Legal","11.1.CHN40",1,"2019-06-03","Cliff Head","Cliff Head North",114.9600033,-29.52560833
"Sublegal","11.1.CHN40",0,"2019-06-03","Cliff Head","Cliff Head North",114.9600033,-29.52560833
"All","11.1.CHN41",0,"2019-06-03","Cliff Head","Cliff Head North",114.9598633,-29.52734667
"Legal","11.1.CHN41",0,"2019-06-03","Cliff Head","Cliff Head North",114.9598633,-29.52734667
"Sublegal","11.1.CHN41",0,"2019-06-03","Cliff Head","Cliff Head North",114.9598633,-29.52734667
"All","11.1.CHN45",2,"2019-06-03","Cliff Head","Cliff Head North",114.960715,-29.52272
"Legal","11.1.CHN45",2,"2019-06-03","Cliff Head","Cliff Head North",114.960715,-29.52272
"Sublegal","11.1.CHN45",0,"2019-06-03","Cliff Head","Cliff Head North",114.960715,-29.52272
"All","11.1.CHN5",0,"2019-06-03","Cliff Head","Cliff Head North",114.9601467,-29.52522
"Legal","11.1.CHN5",0,"2019-06-03","Cliff Head","Cliff Head North",114.9601467,-29.52522
"Sublegal","11.1.CHN5",0,"2019-06-03","Cliff Head","Cliff Head North",114.9601467,-29.52522
"All","11.1.CHout2_12",1,"2019-06-03","Cliff Head","Cliff Head North",114.968809,-29.50777471
"Legal","11.1.CHout2_12",0,"2019-06-03","Cliff Head","Cliff Head North",114.968809,-29.50777471
"Sublegal","11.1.CHout2_12",1,"2019-06-03","Cliff Head","Cliff Head North",114.968809,-29.50777471
"All","11.1.CHout2_13",2,"2019-06-03","Cliff Head","Cliff Head North",114.9558083,-29.484225
"Legal","11.1.CHout2_13",0,"2019-06-03","Cliff Head","Cliff Head North",114.9558083,-29.484225
"Sublegal","11.1.CHout2_13",2,"2019-06-03","Cliff Head","Cliff Head North",114.9558083,-29.484225
"All","11.1.CHout2_15",1,"2019-06-03","Cliff Head","Cliff Head North",114.956225,-29.48271667
"Legal","11.1.CHout2_15",0,"2019-06-03","Cliff Head","Cliff Head North",114.956225,-29.48271667
"Sublegal","11.1.CHout2_15",1,"2019-06-03","Cliff Head","Cliff Head North",114.956225,-29.48271667
"All","11.1.CHout2_18",1,"2019-06-03","Cliff Head","Cliff Head North",114.9557483,-29.48477
"Legal","11.1.CHout2_18",0,"2019-06-03","Cliff Head","Cliff Head North",114.9557483,-29.48477
"Sublegal","11.1.CHout2_18",1,"2019-06-03","Cliff Head","Cliff Head North",114.9557483,-29.48477
"All","11.1.CHout2_20",3,"2019-06-03","Cliff Head","Cliff Head North",114.9571033,-29.48172833
"Legal","11.1.CHout2_20",2,"2019-06-03","Cliff Head","Cliff Head North",114.9571033,-29.48172833
"Sublegal","11.1.CHout2_20",1,"2019-06-03","Cliff Head","Cliff Head North",114.9571033,-29.48172833
