"","X","trip.day.trap","Date","Site","Longitude","Latitude","Location","Sum.m","Sum.f","Lat","Long","SiteNo","sst"
"851",851,"6.2.CHin1_33",2018-11-07,"Cliff Head Mid",114.9599,-29.52434,"Cliff Head",0,0,-29.52434,114.9599,"-29.52434114.9599",18.96
"852",852,"6.2.CHin1_19",2018-11-07,"Cliff Head Mid",114.9604,-29.52473,"Cliff Head",0,0,-29.52473,114.9604,"-29.52473114.9604",18.96
"853",853,"6.2.CHin1_44",2018-11-07,"Cliff Head Mid",114.9603,-29.52526,"Cliff Head",8,0,-29.52526,114.9603,"-29.52526114.9603",18.96
"854",854,"6.2.CHin1_25",2018-11-07,"Cliff Head Mid",114.9601,-29.52561,"Cliff Head",0,0,-29.52561,114.9601,"-29.52561114.9601",18.96
"855",855,"6.2.CHin2_43",2018-11-07,"Cliff Head South",114.9591,-29.53553,"Cliff Head",2,1,-29.53553,114.9591,"-29.53553114.9591",18.96
"856",856,"6.2.CHin2_39",2018-11-07,"Cliff Head South",114.9587,-29.53595,"Cliff Head",4,2,-29.53595,114.9587,"-29.53595114.9587",18.96
"857",857,"6.2.CHin2_41",2018-11-07,"Cliff Head South",114.9582,-29.53649,"Cliff Head",0,1,-29.53649,114.9582,"-29.53649114.9582",18.96
"858",858,"6.2.CHin2_30",2018-11-07,"Cliff Head South",114.9524,-29.53809,"Cliff Head",0,1,-29.53809,114.9524,"-29.53809114.9524",18.96
"859",859,"6.2.CHin2_4",2018-11-07,"Cliff Head South",114.9524,-29.53809,"Cliff Head",1,0,-29.53809,114.9524,"-29.53809114.9524",18.96
"860",860,"6.2.CHin2_20",2018-11-07,"Cliff Head South",114.953,-29.53849,"Cliff Head",1,0,-29.53849,114.953,"-29.53849114.953",18.96
"861",861,"6.2.CHin2_2",2018-11-07,"Cliff Head South",114.9524,-29.53937,"Cliff Head",1,1,-29.53937,114.9524,"-29.53937114.9524",18.96
"862",862,"6.2.CHin2_1",2018-11-07,"Cliff Head South",114.9524,-29.53937,"Cliff Head",0,1,-29.53937,114.9524,"-29.53937114.9524",18.96
"863",863,"6.2.CHin2_23",2018-11-07,"Cliff Head South",114.951,-29.53945,"Cliff Head",0,1,-29.53945,114.951,"-29.53945114.951",18.96
"864",864,"6.2.CHin2_32",2018-11-07,"Cliff Head South",114.9505,-29.53988,"Cliff Head",3,2,-29.53988,114.9505,"-29.53988114.9505",18.96
"865",865,"6.2.CHin2_49",2018-11-07,"Cliff Head South",114.9504,-29.54087,"Cliff Head",2,3,-29.54087,114.9504,"-29.54087114.9504",18.96
"866",866,"6.2.CHin2_12",2018-11-07,"Cliff Head South",114.9504,-29.54087,"Cliff Head",3,1,-29.54087,114.9504,"-29.54087114.9504",18.96
"867",867,"6.2.CHout2_46",2018-11-07,"Cliff Head North",114.9572,-29.47896,"Cliff Head",0,1,-29.47896,114.9572,"-29.47896114.9572",19.09
"868",868,"6.2.CHout2_37",2018-11-07,"Cliff Head North",114.9572,-29.47927,"Cliff Head",0,1,-29.47927,114.9572,"-29.47927114.9572",19.09
"869",869,"6.2.CHout2_47",2018-11-07,"Cliff Head North",114.9571,-29.47952,"Cliff Head",1,1,-29.47952,114.9571,"-29.47952114.9571",19.09
"870",870,"6.2.CHout2_6",2018-11-07,"Cliff Head North",114.9572,-29.47978,"Cliff Head",2,3,-29.47978,114.9572,"-29.47978114.9572",19.09
"871",871,"6.2.CHout2_36",2018-11-07,"Cliff Head North",114.957,-29.48011,"Cliff Head",0,0,-29.48011,114.957,"-29.48011114.957",19.09
"872",872,"6.2.CHout2_18",2018-11-07,"Cliff Head North",114.957,-29.48056,"Cliff Head",1,4,-29.48056,114.957,"-29.48056114.957",19.09
"873",873,"6.2.CHout2_3",2018-11-07,"Cliff Head North",114.9573,-29.48097,"Cliff Head",1,0,-29.48097,114.9573,"-29.48097114.9573",19.09
"874",874,"6.2.CHout2_40",2018-11-07,"Cliff Head North",114.9572,-29.48127,"Cliff Head",3,0,-29.48127,114.9572,"-29.48127114.9572",19.09
"875",875,"6.2.CHout2_7",2018-11-07,"Cliff Head North",114.9568,-29.48175,"Cliff Head",1,0,-29.48175,114.9568,"-29.48175114.9568",19.09
"876",876,"6.2.CHout2_8",2018-11-07,"Cliff Head North",114.9571,-29.48237,"Cliff Head",0,0,-29.48237,114.9571,"-29.48237114.9571",19.09
"877",877,"6.2.CHout2_45",2018-11-07,"Cliff Head North",114.9564,-29.48271,"Cliff Head",0,1,-29.48271,114.9564,"-29.48271114.9564",19.09
"878",878,"6.2.CHout2_28",2018-11-07,"Cliff Head North",114.9562,-29.4831,"Cliff Head",3,4,-29.4831,114.9562,"-29.4831114.9562",19.09
"879",879,"6.2.CHout2_50",2018-11-07,"Cliff Head North",114.956,-29.48379,"Cliff Head",3,0,-29.48379,114.956,"-29.48379114.956",19.09
"880",880,"6.2.CHout2_15",2018-11-07,"Cliff Head North",114.9557,-29.4842,"Cliff Head",0,0,-29.4842,114.9557,"-29.4842114.9557",19.09
"881",881,"6.2.CHout2_34",2018-11-07,"Cliff Head North",114.9557,-29.48469,"Cliff Head",2,0,-29.48469,114.9557,"-29.48469114.9557",19.09
"882",882,"6.2.CHout2_17",2018-11-07,"Cliff Head North",114.9595,-29.48191,"Cliff Head",2,0,-29.48191,114.9595,"-29.48191114.9595",19.09
"883",883,"6.2.CHout2_11",2018-11-07,"Cliff Head North",114.9593,-29.48238,"Cliff Head",6,5,-29.48238,114.9593,"-29.48238114.9593",19.09
"884",884,"6.2.CHout2_10",2018-11-07,"Cliff Head North",114.9592,-29.48276,"Cliff Head",9,5,-29.48276,114.9592,"-29.48276114.9592",19.09
"885",885,"6.2.CHout2_22",2018-11-07,"Cliff Head North",114.9589,-29.48329,"Cliff Head",0,1,-29.48329,114.9589,"-29.48329114.9589",19.09
"886",886,"6.2.CHout2_29",2018-11-07,"Cliff Head North",114.9585,-29.48397,"Cliff Head",8,2,-29.48397,114.9585,"-29.48397114.9585",19.09
"887",887,"6.2.GR26",2018-11-07,"Golden Ridge",114.929,-29.53649,"Golden Ridge",5,5,-29.53649,114.929,"-29.53649114.929",18.96
"888",888,"6.2.GR24",2018-11-07,"Golden Ridge",114.9295,-29.53668,"Golden Ridge",1,0,-29.53668,114.9295,"-29.53668114.9295",18.96
"889",889,"6.2.GR35",2018-11-07,"Golden Ridge",114.9294,-29.53709,"Golden Ridge",11,10,-29.53709,114.9294,"-29.53709114.9294",18.96
"890",890,"6.2.GR5",2018-11-07,"Golden Ridge",114.9286,-29.53724,"Golden Ridge",2,1,-29.53724,114.9286,"-29.53724114.9286",18.96
"891",891,"6.2.GR16",2018-11-07,"Golden Ridge",114.9285,-29.53804,"Golden Ridge",2,4,-29.53804,114.9285,"-29.53804114.9285",18.96
"892",892,"6.2.GR31",2018-11-07,"Golden Ridge",114.9285,-29.5387,"Golden Ridge",8,2,-29.5387,114.9285,"-29.5387114.9285",18.96
"893",893,"6.2.GR39",2018-11-07,"Golden Ridge",114.9278,-29.53903,"Golden Ridge",0,0,-29.53903,114.9278,"-29.53903114.9278",18.96
"894",894,"6.2.GR9",2018-11-07,"Golden Ridge",114.9287,-29.53952,"Golden Ridge",6,4,-29.53952,114.9287,"-29.53952114.9287",18.96
"895",895,"6.2.GR27",2018-11-07,"Golden Ridge",114.93,-29.53552,"Golden Ridge",4,3,-29.53552,114.93,"-29.53552114.93",18.96
"896",896,"6.3.LH35",2018-11-08,"Little Horseshoe",114.9266,-29.45918,"Cliff Head",0,0,-29.45918,114.9266,"-29.45918114.9266",19.18
"897",897,"6.3.LH13",2018-11-08,"Little Horseshoe",114.9266,-29.45968,"Cliff Head",0,0,-29.45968,114.9266,"-29.45968114.9266",19.18
"898",898,"6.3.LH12",2018-11-08,"Little Horseshoe",114.9265,-29.46009,"Cliff Head",0,0,-29.46009,114.9265,"-29.46009114.9265",19.18
"899",899,"6.3.LH26",2018-11-08,"Little Horseshoe",114.9263,-29.46044,"Cliff Head",1,1,-29.46044,114.9263,"-29.46044114.9263",19.18
"900",900,"6.3.LH5",2018-11-08,"Little Horseshoe",114.9261,-29.46087,"Cliff Head",0,0,-29.46087,114.9261,"-29.46087114.9261",19.18
"901",901,"6.3.LH16",2018-11-08,"Little Horseshoe",114.9244,-29.46495,"Cliff Head",0,0,-29.46495,114.9244,"-29.46495114.9244",19.18
"902",902,"6.3.LH31",2018-11-08,"Little Horseshoe",114.9257,-29.46568,"Cliff Head",1,0,-29.46568,114.9257,"-29.46568114.9257",19.18
"903",903,"6.3.LH9",2018-11-08,"Little Horseshoe",114.9252,-29.46671,"Cliff Head",2,2,-29.46671,114.9252,"-29.46671114.9252",19.18
"904",904,"6.3.LH48",2018-11-08,"Little Horseshoe",114.9239,-29.4671,"Cliff Head",1,0,-29.4671,114.9239,"-29.4671114.9239",19.18
"905",905,"6.3.LH27",2018-11-08,"Little Horseshoe",114.9235,-29.46717,"Cliff Head",4,5,-29.46717,114.9235,"-29.46717114.9235",19.18
"906",906,"6.3.WL45",2018-11-08,"Whites Lump",114.8872,-29.3829,"Irwin Reef",10,8,-29.3829,114.8872,"-29.3829114.8872",19.18
"907",907,"6.3.WL40",2018-11-08,"Whites Lump",114.8873,-29.38331,"Irwin Reef",2,1,-29.38331,114.8873,"-29.38331114.8873",19.18
"908",908,"6.3.WL28",2018-11-08,"Whites Lump",114.8866,-29.38383,"Irwin Reef",2,3,-29.38383,114.8866,"-29.38383114.8866",19.18
"909",909,"6.3.WL15",2018-11-08,"Whites Lump",114.8866,-29.3842,"Irwin Reef",5,8,-29.3842,114.8866,"-29.3842114.8866",19.18
"910",910,"6.3.WL10",2018-11-08,"Whites Lump",114.8862,-29.38481,"Irwin Reef",1,2,-29.38481,114.8862,"-29.38481114.8862",19.18
"911",911,"6.3.WL17",2018-11-08,"Whites Lump",114.8863,-29.38533,"Irwin Reef",0,1,-29.38533,114.8863,"-29.38533114.8863",19.18
"912",912,"6.3.JB22",2018-11-08,"White Point",114.8949,-29.42107,"Irwin Reef",1,2,-29.42107,114.8949,"-29.42107114.8949",19.18
"913",913,"6.3.JB29",2018-11-08,"White Point",114.8954,-29.42211,"Irwin Reef",1,5,-29.42211,114.8954,"-29.42211114.8954",19.18
"914",914,"6.3.JB38",2018-11-08,"White Point",114.895,-29.42238,"Irwin Reef",2,2,-29.42238,114.895,"-29.42238114.895",19.18
"915",915,"6.3.JB21",2018-11-08,"White Point",114.895,-29.42307,"Irwin Reef",0,0,-29.42307,114.895,"-29.42307114.895",19.18
"916",916,"6.3.JB44",2018-11-08,"White Point",114.8953,-29.4234,"Irwin Reef",0,2,-29.4234,114.8953,"-29.4234114.8953",19.18
"917",917,"6.3.JB25",2018-11-08,"White Point",114.8954,-29.42384,"Irwin Reef",0,0,-29.42384,114.8954,"-29.42384114.8954",19.18
"918",918,"6.3.JB33",2018-11-08,"White Point",114.8954,-29.42414,"Irwin Reef",0,0,-29.42414,114.8954,"-29.42414114.8954",19.18
"919",919,"6.3.JB19",2018-11-08,"White Point",114.8954,-29.42448,"Irwin Reef",0,0,-29.42448,114.8954,"-29.42448114.8954",19.18
"920",920,"6.3.JB43",2018-11-08,"White Point",114.8963,-29.42616,"Irwin Reef",1,2,-29.42616,114.8963,"-29.42616114.8963",19.18
"921",921,"6.3.SR30",2018-11-08,"South Rig",114.871,-29.45165,"Irwin Reef",1,0,-29.45165,114.871,"-29.45165114.871",19.18
"922",922,"6.3.SR41",2018-11-08,"South Rig",114.8707,-29.45248,"Irwin Reef",5,2,-29.45248,114.8707,"-29.45248114.8707",19.18
"923",923,"6.3.SR4",2018-11-08,"South Rig",114.8701,-29.45405,"Irwin Reef",0,2,-29.45405,114.8701,"-29.45405114.8701",19.18
"924",924,"6.3.SR20",2018-11-08,"South Rig",114.8702,-29.45523,"Irwin Reef",1,1,-29.45523,114.8702,"-29.45523114.8702",19.18
"925",925,"6.3.SR1",2018-11-08,"South Rig",114.869,-29.4574,"Irwin Reef",0,0,-29.4574,114.869,"-29.4574114.869",19.18
"926",926,"6.3.SR49",2018-11-08,"South Rig",114.8688,-29.45771,"Irwin Reef",1,1,-29.45771,114.8688,"-29.45771114.8688",19.18
"927",927,"6.3.SR23",2018-11-08,"South Rig",114.8687,-29.45804,"Irwin Reef",1,0,-29.45804,114.8687,"-29.45804114.8687",19.18
"928",928,"6.3.SR24",2018-11-08,"South Rig",114.8687,-29.45834,"Irwin Reef",8,7,-29.45834,114.8687,"-29.45834114.8687",19.18
"929",929,"6.3.SR32",2018-11-08,"South Rig",114.8687,-29.45864,"Irwin Reef",0,1,-29.45864,114.8687,"-29.45864114.8687",19.18
"930",930,"6.3.IR47",2018-11-08,"Irwin Reef",114.8731,-29.34123,"Irwin Reef",3,0,-29.34123,114.8731,"-29.34123114.8731",19.18
"931",931,"6.3.IR3",2018-11-08,"Irwin Reef",114.8737,-29.34201,"Irwin Reef",8,9,-29.34201,114.8737,"-29.34201114.8737",19.18
"932",932,"6.3.IR37",2018-11-08,"Irwin Reef",114.8739,-29.34261,"Irwin Reef",3,2,-29.34261,114.8739,"-29.34261114.8739",19.18
"933",933,"6.3.IR6",2018-11-08,"Irwin Reef",114.874,-29.34326,"Irwin Reef",7,5,-29.34326,114.874,"-29.34326114.874",19.18
"934",934,"6.3.IR18",2018-11-08,"Irwin Reef",114.874,-29.34436,"Irwin Reef",13,11,-29.34436,114.874,"-29.34436114.874",19.18
"935",935,"6.3.IR7",2018-11-08,"Irwin Reef",114.8739,-29.3448,"Irwin Reef",12,17,-29.3448,114.8739,"-29.3448114.8739",19.18
"936",936,"6.3.IR8",2018-11-08,"Irwin Reef",114.8733,-29.34495,"Irwin Reef",4,8,-29.34495,114.8733,"-29.34495114.8733",19.18
"937",937,"6.3.IR46",2018-11-08,"Irwin Reef",114.8731,-29.32339,"Irwin Reef",10,5,-29.32339,114.8731,"-29.32339114.8731",19.18
"938",938,"6.4.LH35",2018-11-09,"Little Horseshoe",114.9266,-29.45939,"Cliff Head",0,1,-29.45939,114.9266,"-29.45939114.9266",19.16
"939",939,"6.4.LH13",2018-11-09,"Little Horseshoe",114.9265,-29.45968,"Cliff Head",2,0,-29.45968,114.9265,"-29.45968114.9265",19.16
"940",940,"6.4.LH12",2018-11-09,"Little Horseshoe",114.9265,-29.46009,"Cliff Head",1,2,-29.46009,114.9265,"-29.46009114.9265",19.16
"941",941,"6.4.LH26",2018-11-09,"Little Horseshoe",114.9264,-29.46044,"Cliff Head",1,4,-29.46044,114.9264,"-29.46044114.9264",19.16
"942",942,"6.4.LH5",2018-11-09,"Little Horseshoe",114.9262,-29.46093,"Cliff Head",0,0,-29.46093,114.9262,"-29.46093114.9262",19.16
"943",943,"6.4.LH16",2018-11-09,"Little Horseshoe",114.9244,-29.46506,"Cliff Head",2,1,-29.46506,114.9244,"-29.46506114.9244",19.16
"944",944,"6.4.LH31",2018-11-09,"Little Horseshoe",114.9252,-29.46567,"Cliff Head",3,3,-29.46567,114.9252,"-29.46567114.9252",19.16
"945",945,"6.4.LH9",2018-11-09,"Little Horseshoe",114.9252,-29.46678,"Cliff Head",0,0,-29.46678,114.9252,"-29.46678114.9252",19.16
"946",946,"6.4.LH48",2018-11-09,"Little Horseshoe",114.924,-29.46731,"Cliff Head",0,3,-29.46731,114.924,"-29.46731114.924",19.16
"947",947,"6.4.LH27",2018-11-09,"Little Horseshoe",114.9236,-29.46721,"Cliff Head",1,0,-29.46721,114.9236,"-29.46721114.9236",19.16
"948",948,"6.4.JB22",2018-11-09,"White Point",114.8946,-29.42124,"Irwin Reef",1,0,-29.42124,114.8946,"-29.42124114.8946",19.16
"949",949,"6.4.JB29",2018-11-09,"White Point",114.8955,-29.42212,"Irwin Reef",2,2,-29.42212,114.8955,"-29.42212114.8955",19.16
"950",950,"6.4.JB38",2018-11-09,"White Point",114.895,-29.42241,"Irwin Reef",3,1,-29.42241,114.895,"-29.42241114.895",19.16
"951",951,"6.4.JB21",2018-11-09,"White Point",114.895,-29.42289,"Irwin Reef",2,2,-29.42289,114.895,"-29.42289114.895",19.16
"952",952,"6.4.JB44",2018-11-09,"White Point",114.8953,-29.42322,"Irwin Reef",1,2,-29.42322,114.8953,"-29.42322114.8953",19.16
"953",953,"6.4.JB25",2018-11-09,"White Point",114.8952,-29.42351,"Irwin Reef",0,0,-29.42351,114.8952,"-29.42351114.8952",19.16
"954",954,"6.4.JB33",2018-11-09,"White Point",114.8954,-29.42406,"Irwin Reef",1,0,-29.42406,114.8954,"-29.42406114.8954",19.16
"955",955,"6.4.JB19",2018-11-09,"White Point",114.8954,-29.42454,"Irwin Reef",0,1,-29.42454,114.8954,"-29.42454114.8954",19.16
"956",956,"6.4.JB39",2018-11-09,"White Point",114.896,-29.42662,"Irwin Reef",2,1,-29.42662,114.896,"-29.42662114.896",19.16
"957",957,"6.4.JB43",2018-11-09,"White Point",114.8968,-29.42675,"Irwin Reef",0,2,-29.42675,114.8968,"-29.42675114.8968",19.16
"958",958,"6.4.WL34",2018-11-09,"Whites Lump",114.8882,-29.38313,"Irwin Reef",1,0,-29.38313,114.8882,"-29.38313114.8882",19.16
"959",959,"6.4.WL45",2018-11-09,"Whites Lump",114.8873,-29.38268,"Irwin Reef",1,1,-29.38268,114.8873,"-29.38268114.8873",19.16
"960",960,"6.4.WL23",2018-11-09,"Whites Lump",114.8867,-29.38369,"Irwin Reef",2,7,-29.38369,114.8867,"-29.38369114.8867",19.16
"961",961,"6.4.WL15",2018-11-09,"Whites Lump",114.8865,-29.38417,"Irwin Reef",0,0,-29.38417,114.8865,"-29.38417114.8865",19.16
"962",962,"6.4.WL10",2018-11-09,"Whites Lump",114.886,-29.38463,"Irwin Reef",2,3,-29.38463,114.886,"-29.38463114.886",19.16
"963",963,"6.4.WL17",2018-11-09,"Whites Lump",114.886,-29.38511,"Irwin Reef",1,2,-29.38511,114.886,"-29.38511114.886",19.16
"964",964,"6.4.IR47",2018-11-09,"Irwin Reef",114.8737,-29.34189,"Irwin Reef",5,15,-29.34189,114.8737,"-29.34189114.8737",19.16
"965",965,"6.4.IR8",2018-11-09,"Irwin Reef",114.8734,-29.34492,"Irwin Reef",9,12,-29.34492,114.8734,"-29.34492114.8734",19.16
"966",966,"6.4.IR36",2018-11-09,"Irwin Reef",114.8742,-29.34385,"Irwin Reef",11,17,-29.34385,114.8742,"-29.34385114.8742",19.16
"967",967,"6.4.IR7",2018-11-09,"Irwin Reef",114.8738,-29.3448,"Irwin Reef",0,2,-29.3448,114.8738,"-29.3448114.8738",19.16
"968",968,"6.4.IR50",2018-11-09,"Irwin Reef",114.873,-29.3451,"Irwin Reef",9,7,-29.3451,114.873,"-29.3451114.873",19.16
"969",969,"6.4.IR46",2018-11-09,"Irwin Reef",114.8731,-29.32308,"Irwin Reef",7,0,-29.32308,114.8731,"-29.32308114.8731",19.16
"970",970,"6.4.SR30",2018-11-09,"South Rig",114.871,-29.45164,"Irwin Reef",0,1,-29.45164,114.871,"-29.45164114.871",19.16
"971",971,"6.4.SR41",2018-11-09,"South Rig",114.8707,-29.45247,"Irwin Reef",0,2,-29.45247,114.8707,"-29.45247114.8707",19.16
"972",972,"6.4.SR4",2018-11-09,"South Rig",114.8702,-29.4529,"Irwin Reef",0,0,-29.4529,114.8702,"-29.4529114.8702",19.16
"973",973,"6.4.SR2",2018-11-09,"South Rig",114.87,-29.45518,"Irwin Reef",0,0,-29.45518,114.87,"-29.45518114.87",19.16
"974",974,"6.4.SR20",2018-11-09,"South Rig",114.8701,-29.45416,"Irwin Reef",2,1,-29.45416,114.8701,"-29.45416114.8701",19.16
"975",975,"6.4.SR1",2018-11-09,"South Rig",114.8689,-29.45731,"Irwin Reef",0,1,-29.45731,114.8689,"-29.45731114.8689",19.16
"976",976,"6.4.SR23",2018-11-09,"South Rig",114.8688,-29.45804,"Irwin Reef",0,1,-29.45804,114.8688,"-29.45804114.8688",19.16
"977",977,"6.4.SR24",2018-11-09,"South Rig",114.8687,-29.45843,"Irwin Reef",0,1,-29.45843,114.8687,"-29.45843114.8687",19.16
"978",978,"6.4.SR32",2018-11-09,"South Rig",114.8687,-29.45882,"Irwin Reef",1,0,-29.45882,114.8687,"-29.45882114.8687",19.16
"979",979,"7.1.CHM7",2018-11-27,"Cliff Head Mid",114.9464383,-29.51419471,"Cliff Head",0,1,-29.51419471,114.9464383,"-29.514195114.946438",19.54
"980",980,"7.1.CHM18",2018-11-27,"Cliff Head Mid",114.9459776,-29.51488752,"Cliff Head",0,0,-29.51488752,114.9459776,"-29.514888114.945978",19.54
"981",981,"7.1.CHM8",2018-11-27,"Cliff Head Mid",114.945201,-29.5154515,"Cliff Head",0,0,-29.5154515,114.945201,"-29.515452114.945201",19.54
"982",982,"7.1.CHM50",2018-11-27,"Cliff Head Mid",114.9449672,-29.5161733,"Cliff Head",0,1,-29.5161733,114.9449672,"-29.516173114.944967",19.54
"983",983,"7.1.CHM46",2018-11-27,"Cliff Head Mid",114.9430867,-29.51655049,"Cliff Head",0,0,-29.51655049,114.9430867,"-29.51655114.943087",19.54
"984",984,"7.1.CHM6",2018-11-27,"Cliff Head Mid",114.9428099,-29.51735142,"Cliff Head",0,0,-29.51735142,114.9428099,"-29.517351114.94281",19.54
"985",985,"7.1.CHM3",2018-11-27,"Cliff Head Mid",114.9429141,-29.51835691,"Cliff Head",0,0,-29.51835691,114.9429141,"-29.518357114.942914",19.54
"986",986,"7.1.CHM28",2018-11-27,"Cliff Head Mid",114.9423375,-29.51876687,"Cliff Head",0,0,-29.51876687,114.9423375,"-29.518767114.942337",19.54
"987",987,"7.1.CHM17",2018-11-27,"Cliff Head Mid",114.9410015,-29.51947971,"Cliff Head",1,0,-29.51947971,114.9410015,"-29.51948114.941001",19.54
"988",988,"7.1.CHM36",2018-11-27,"Cliff Head Mid",114.9520741,-29.52503243,"Cliff Head",1,0,-29.52503243,114.9520741,"-29.525032114.952074",19.54
"989",989,"7.1.CHM47",2018-11-27,"Cliff Head Mid",114.9531366,-29.52502375,"Cliff Head",1,0,-29.52502375,114.9531366,"-29.525024114.953137",19.54
"990",990,"7.1.CHM11",2018-11-27,"Cliff Head Mid",114.9531887,-29.52560986,"Cliff Head",0,0,-29.52560986,114.9531887,"-29.52561114.953189",19.54
"991",991,"7.1.CHM15",2018-11-27,"Cliff Head Mid",114.9523813,-29.52645073,"Cliff Head",0,3,-29.52645073,114.9523813,"-29.526451114.952381",19.54
"992",992,"7.1.CHM34",2018-11-27,"Cliff Head Mid",114.9519193,-29.52736893,"Cliff Head",3,2,-29.52736893,114.9519193,"-29.527369114.951919",19.54
"993",993,"7.1.CHM43",2018-11-27,"Cliff Head Mid",114.9507369,-29.52822816,"Cliff Head",4,4,-29.52822816,114.9507369,"-29.528228114.950737",19.54
"994",994,"7.1.CHM33",2018-11-27,"Cliff Head Mid",114.9493664,-29.52836005,"Cliff Head",0,1,-29.52836005,114.9493664,"-29.52836114.949366",19.54
"995",995,"7.1.CHM40",2018-11-27,"Cliff Head Mid",114.9754548,-29.49679506,"Cliff Head",2,6,-29.49679506,114.9754548,"-29.496795114.975455",19.54
"996",996,"7.1.GR19",2018-11-27,"Golden Ridge",114.9275238,-29.54126797,"Golden Ridge",1,3,-29.54126797,114.9275238,"-29.541268114.927524",19.54
"997",997,"7.1.GR41",2018-11-27,"Golden Ridge",114.9276565,-29.54065504,"Golden Ridge",4,5,-29.54065504,114.9276565,"-29.540655114.927656",19.54
"998",998,"7.1.GR44",2018-11-27,"Golden Ridge",114.9277889,-29.53997778,"Golden Ridge",3,2,-29.53997778,114.9277889,"-29.539978114.927789",19.54
"999",999,"7.1.GR1",2018-11-27,"Golden Ridge",114.9279041,-29.53937366,"Golden Ridge",0,1,-29.53937366,114.9279041,"-29.539374114.927904",19.54
"1000",1000,"7.1.GR2",2018-11-27,"Golden Ridge",114.928254,-29.53892694,"Golden Ridge",0,1,-29.53892694,114.928254,"-29.538927114.928254",19.54
"1001",1001,"7.1.GR49",2018-11-27,"Golden Ridge",114.9284114,-29.53831695,"Golden Ridge",0,0,-29.53831695,114.9284114,"-29.538317114.928411",19.54
"1002",1002,"7.1.GR9",2018-11-27,"Golden Ridge",114.9283899,-29.53738543,"Golden Ridge",0,0,-29.53738543,114.9283899,"-29.537385114.92839",19.54
"1003",1003,"7.1.GR25",2018-11-27,"Golden Ridge",114.9286124,-29.53686365,"Golden Ridge",14,22,-29.53686365,114.9286124,"-29.536864114.928612",19.54
"1004",1004,"7.1.GR32",2018-11-27,"Golden Ridge",114.9290586,-29.5364783,"Golden Ridge",0,3,-29.5364783,114.9290586,"-29.536478114.929059",19.54
"1005",1005,"7.1.GR26",2018-11-27,"Golden Ridge",114.929368,-29.53580867,"Golden Ridge",6,8,-29.53580867,114.929368,"-29.535809114.929368",19.54
"1006",1006,"7.1.GR45",2018-11-27,"Golden Ridge",114.9397258,-29.53383527,"Golden Ridge",0,0,-29.53383527,114.9397258,"-29.533835114.939726",19.54
"1007",1007,"7.1.GR39",2018-11-27,"Golden Ridge",114.9751543,-29.48954463,"Golden Ridge",0,1,-29.48954463,114.9751543,"-29.489545114.975154",19.54
"1008",1008,"7.1.GR10",2018-11-27,"Golden Ridge",114.9372419,-29.53362644,"Golden Ridge",1,4,-29.53362644,114.9372419,"-29.533626114.937242",19.54
"1009",1009,"7.1.GR38",2018-11-27,"Golden Ridge",114.9364887,-29.5344749,"Golden Ridge",4,4,-29.5344749,114.9364887,"-29.534475114.936489",19.54
"1010",1010,"7.1.GR23",2018-11-27,"Golden Ridge",114.9358707,-29.53573817,"Golden Ridge",0,0,-29.53573817,114.9358707,"-29.535738114.935871",19.54
"1011",1011,"7.1.GR21",2018-11-27,"Golden Ridge",114.9355525,-29.53698205,"Golden Ridge",0,0,-29.53698205,114.9355525,"-29.536982114.935552",19.54
"1012",1012,"7.1.GR24",2018-11-27,"Golden Ridge",114.9342753,-29.53772577,"Golden Ridge",0,0,-29.53772577,114.9342753,"-29.537726114.934275",19.54
"1013",1013,"7.1.GR22",2018-11-27,"Golden Ridge",114.9341373,-29.53848478,"Golden Ridge",1,2,-29.53848478,114.9341373,"-29.538485114.934137",19.54
"1014",1014,"7.1.GR29",2018-11-27,"Golden Ridge",114.9341726,-29.53949637,"Golden Ridge",0,0,-29.53949637,114.9341726,"-29.539496114.934173",19.54
"1015",1015,"7.1.GR27",2018-11-27,"Golden Ridge",114.934675,-29.54104052,"Golden Ridge",0,0,-29.54104052,114.934675,"-29.541041114.934675",19.54
"1016",1016,"7.1.CHS4",2018-11-27,"Cliff Head South",114.9468326,-29.54546751,"Cliff Head",0,1,-29.54546751,114.9468326,"-29.545468114.946833",19.54
"1017",1017,"7.1.CHS20",2018-11-27,"Cliff Head South",114.9452944,-29.54600944,"Cliff Head",0,1,-29.54600944,114.9452944,"-29.546009114.945294",19.54
"1018",1018,"7.1.CHS5",2018-11-27,"Cliff Head South",114.9440529,-29.54674349,"Cliff Head",0,1,-29.54674349,114.9440529,"-29.546743114.944053",19.54
